code,name
15922,"Excision, Coccygeal Pressure Ulcer, w/Coccygectomy; w/Flap Closure"
15931,"Excision Sacral Pressure Ulcer, w/Primary Suture"
15933,"Excision Sacral Pressure Ulcer, w/Primary Suture; w/Ostectomy"
15934,"Excision Sacral Pressure Ulcer, w/Skin Flap Closure"
15935,"Excision Sacral Pressure Ulcer, w/Skin Flap Closure; w/Ostectomy"
15936,"Excision Sacral Pressure Ulcer, in Preparation for Muscle or Myocutaneous Flap or Skin Graft Closure"
15937,"Excision Sacral Pressure Ulcer, in Preparation for Muscle or Myocutaneous Flap or Skin Graft Closure; w/Ostectomy"
15940,"Excision Ischial Pressure Ulcer, w/Primary Suture"
15941,"Excision Ischial Pressure Ulcer, w/Primary Suture; w/Ostectomy"
15944,"Excision Ischial Ressure Ulcer, w/Skin Flap Closure"
15945,"Excision Ischial Pressure Ulcer, w/Skin Flap Closure; w/Ostectomy"
15946,"Excision Ischial Pressure Ulcer, w/Ostectomy, in Preparation for Muscle or Myocutaneous Flap or Skin Graft Closure"
15950,"Excision Trochanteric Pressure Ulcer, w/Primary Suture"
15951,Excision Trochanteric Pressure Ulcer w/Primary Suture; w/Ostectomy
15952,"Excision Trochanteric Pressure Ulcer, w/Skin Flap Closure"
15953,"Excision Trochanteric Pressure Ulcer, w/Skin Flap Closure; w/Ostectomy"
15956,"Excision, trochanteric pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure;"
15958,"Excision, trochanteric pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure; with ostectomy"
15999,"Unlisted Procedure, Excision Pressure Ulcer"
16000,"Initial Treatment, 1st Degree Burn, When No More Than Local Trea"
16020,"Dressings &/or Debridement, Initial/Subquent w/o Anesthesia"
16025,"Dressings and/or Debridement of Partial-Thickness Burns, Initial or Subsequent; Medium"
16030,"Dressings and/or Debridement of Partial-Thickness Burns, Initial or Subsequent; Large"
16035,Escharotomy; Initial Incision
16036,Escharotomy; Each Addtl Incision
17000,Destruction (skin) 1
17003,Destruction (skin) >2 up to 15
17004,Destruction Premalignant Lesion 15/>
17106,"Destruction of Cutaneous Vascular Proliferative Lesions (eg, laser technique); Less Than 10 sq cm"
17107,"Destruction of Cutaneous Vascular Proliferative Lesions (eg, laser technique); 10.0 to 50.0 sq cm"
17108,"Destruction of Cutaneous Vascular Proliferative Lesions (eg, laser technique); Over 50.0 sq cm"
17110,Destruct of Benign Lesion
17111,Destruction Benign Lesions 15 or More
17250,Chemical Cautery Tissue
17260,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Trunk, Aarms or Legs; Lesion Diameter 0.5 cm or Less"
17261,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Trunk, Arms or Legs; Lesion Diameter 0.6 to 1.0 cm"
17262,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Trunk, Arms or Legs; Lesion Diameter 1.1 to 2.0 cm"
17263,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Trunk, Arms or Legs; Lesion Diameter 2.1 to 3.0 cm"
17264,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Trunk, Arms or Legs; Lesion Diameter 3.1 to 4.0 cm"
17266,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Trunk, Arms or Legs; Lesion Diameter over 4.0 cm"
17270,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Scalp, Neck, Hands, Feet, Genitalia; Lesion Diameter 0.5 cm or Less"
17271,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Scalp, Neck, Hands, Feet, Genitalia; Lesion Diameter 0.6 to 1.0 cm"
17272,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Scalp, Neck, Hands, Feet, Genitalia; Lesion Diameter 1.1 to 2.0 cm"
17273,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Scalp, Neck, Hands, Feet, Genitalia; Lesion Diameter 2.1 to 3.0 cm"
17274,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Scalp, Neck, Hands, Feet, Genitalia; Lesion Diameter 3.1 to 4.0 cm"
17276,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Scalp, Neck, Hands, Feet, Genitalia; Lesion Diameter over 4.0 cm"
17280,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Face, Ears, Eyelids, Nose, Lips, Mucous Membrane; Lesion Diameter 0.5 cm or Less"
17281,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Face, Ears, Eyelids, Nose, Lips, Mucous Membrane; Lesion Diameter 0.6 to 1.0 cm"
17282,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Face, Ears, Eyelids, Nose, Lips, Mucous Membrane; Lesion Diameter 1.1 to 2.0 cm"
17283,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Face, Ears, Eyelids, Nose, Lips, Mucous Membrane; Lesion Diameter 2.1 to 3.0 cm"
17284,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Face, Ears, Eyelids, Nose, Lips, Mucous Membrane; Lesion Diameter 3.1 to 4.0 cm"
17286,"Destruction, Malignant Lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), Face, Ears, Eyelids, Nose, Lips, Mucous Membrane; Lesion Diameter Over 4.0 cm"
17311,"Mohs Micrographic Technique, Including Removal of All Gross Tumor, Surgical Excision of Tissue Specimens, Mapping, Color Coding of Specimens, Microscopic Examination of Specimens by the Surgeon, and Histopathologic Preparation Including Routine Stain(s) (eg, hematoxylin and eosin, toluidine blue), Head, Neck, Hands, Feet, Genitalia, or any Location w/Surgery Directly Involving Muscle, Cartilage, Bone, Tendon, Major Nerves, or Vessels; First Stage, up to 5 Tissue Blocks"
17312,"Mohs Micrographic Technique, Including Removal of All Gross Tumor, Surgical Excision of Tissue Specimens, Mapping, Color Coding of Specimens, Microscopic Examination of Specimens by the Surgeon, and Histopathologic Preparation Including Routine Stain(s) (eg, hematoxylin and eosin, toluidine blue), Head, Neck, Hands, Feet, Genitalia, or Any Location w/Surgery Directly Involving Muscle, Cartilage, Bone, Tendon, Major Nerves, or Vessels; Each Addtl Stage After the First Stage, up to 5 Tissue Blocks (List separately in addition to code for primary procedure)"
17313,"Mohs Micrographic Technique, Including Removal of All Gross Tumor, Surgical Excision of Tissue Specimens, Mapping, Color Coding of Specimens, Microscopic Examination of Specimens by the Surgeon, and Histopathologic Preparation Including Routine Stain(s) (eg, hematoxylin and eosin, toluidine blue), of the Trunk, Arms, or Legs; First Stage, up to 5 tissue Blocks"
17314,"Mohs Micrographic Technique, Including Removal of All Gross Tumor, Surgical Excision of Tissue Specimens, Mapping, Color Coding of Specimens, Microscopic Examination of Specimens by the Surgeon, and Histopathologic Preparation Including Routine Stain(s) (eg, hematoxylin and eosin, toluidine blue), of the Trunk, Arms, or Legs; Each Addtl Stage After the First Stage, up to 5 Ttissue Blocks"
17315,"Mohs Micrographic Technique, Including Removal of All Gross Tumor, Surgical Excision of Tissue Specimens, Mapping, Color Coding of Specimens, Microscopic Examination of Specimens by the Surgeon, and Histopathologic Preparation Including Routine Stain(s) (eg, hematoxylin and eosin, toluidine blue), Each Addtl Block After the First 5 Tissue Blocks, Any Stage"
17340,"Cryotherapy (CO2 slush, liquid N2) for Acne"
17360,"Chemical Exfoliation for Acne (eg, acne paste, acid)"
17380,"Electrolysis Epilation, Each 30 min"
17999,"Unlisted Procedure, Skin, Mucous Membrane & Subcutaneous Tissue"
19000,Puncture Aspiration Cyst of Breast
19001,Needle/Punct Cyst of Breast Addtl
19020,"Mastotomy w/Exploration or Drainage of Abscess, Deep"
19030,Injection Procedure Only for Mammary Ductogram or Galactogram
19081,Biopsy Breast 1st Lesion Stereotactic
19082,Biopsy Breast Addtl Lesion Stereotactic
19083,Biopsy Breast 1st Lesion Ultrasound Imaging
19084,Biopsy Breast Addtl Lesion Ultrasound Imaging
19085,Biopsy Breast 1st Lesion MR Imaging
19086,Biopsy Breast Addtl Lesion MR Imaging
19100,"Biopsy of Breast; Percutaneous, Needle Core, Not Using Imaging Guidance (separate procedure)"
19101,"Biopsy of Breast; Open, Incisional"
19105,"Ablation, Cryosurgical, of Fibroadenoma, Including Ultrasound Guidance, Each Fibroadenoma"
19110,"Nipple Exploration, w/ or w/Out Excision of a Solitary Lactiferous Duct or a Papilloma Lactiferous Duct"
19112,Excision of Lactiferous Duct Fistula
19120,"Excision of Cyst, Fibroadenoma, or Other Benign or Malignant Tumor, Aberrant Breast Tissue, Duct Lesion, Nipple or Areolar Lesion (except Mastectomy for Gynecomastia), Open, Male or Female, 1 or More Lesions"
19125,"Excision of Breast Lesion Identified by Preoperative Placement of Radiological Marker, Open; Single Lesion"
19126,"Excision of Breast Lesion Identified by Preoperative Placement of Radiological Marker, Open; Each Addtl Lesion Separately Identified by a Preoperative Radiological Marker (List separately in addition to code for primary procedure)"
19260,Excision of Chest Wall Tumor Including Ribs
19271,"Excision of chest wall tumor involving ribs, with plastic reconstruction; without mediastinal lymphadenectomy"
19272,"Excision of chest wall tumor involving ribs, with plastic reconstruction; with mediastinal lymphadenectomy"
19281,Placement Breast Local Device 1st Lesion Per Cut
19282,Placement Breast Local Device Addtl Lesion Per Cut
19283,Placement Breast Local Device 1st Lesion Stereotactic
19284,Placement Breast Local Device Addtl Lesion Stereotactic
19285,Placement Breast Local Device 1st Lesion Ultrasound Guidance
19286,Placement Breast Local Device Addtl Lesion Ultrasound Guidance
19287,Placement Breast Local Device 1st Lesion MR Guidance
19288,Placement Breast Local Device Addtl Lesion MR Guidance
19296,"Placement of Radiotherapy Afterloading Expandable Catheter (single or multichannel) Into the Breast for Interstitial Radioelement Application Following Partial Mastectomy, Includes Imaging Guidance; on Date Separate from Partial Mastectomy"
19297,"Placement of Radiotherapy Afterloading Expandable Catheter (single or multichannel) Into the Breast for Interstitial Radioelement Application following Partial Mastectomy, Includes Imaging Guidance; Concurrent w/Partial Mastectomy (List separately in addition to code for primary procedure)"
19298,"Placement of Radiotherapy Afterloading Brachytherapy Catheters (multiple tube and button type) Into the Breast for Interstitial Radioelement Application following (at the time of or subsequent to) Partial Mastectomy, Includes Imaging Guidance"
19300,Mastectomy for Gynecomastia
19301,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy);"
19302,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy"
19303,"Mastectomy, simple, complete"
19304,"Mastectomy, subcutaneous"
19305,"Mastectomy, radical, including pectoral muscles, axillary lymph nodes"
19306,"Mastectomy, radical, including pectoral muscles, axillary and internal mammary lymph nodes (Urban type operation)"
19307,"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle"
19316,Mastopexy
19318,Reduction mammaplasty
19324,"Mammaplasty, augmentation; without prosthetic implant"
19325,"Mammaplasty, augmentation; with prosthetic implant"
19328,Removal of intact mammary implant
19330,Removal of mammary implant material
19340,"Immediate insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction"
19342,"Delayed insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction"
19350,Nipple/areola reconstruction
19355,Correction of inverted nipples
19357,"Breast reconstruction, immediate or delayed, with tissue expander, including subsequent expansion"
19361,"Breast reconstruction with latissimus dorsi flap, without prosthetic implant"
19364,Breast reconstruction with free flap
19366,Breast reconstruction with other technique
19367,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site;"
19368,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site; with microvascular anastomosis (supercharging)"
19369,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), double pedicle, including closure of donor site"
19370,"Open periprosthetic capsulotomy, breast"
19371,"Periprosthetic capsulectomy, breast"
19380,Revision of reconstructed breast
19396,Preparation of moulage for custom breast implant
19499,"Unlisted procedure, breast"
20005,"Incision & Drainage of Soft tissue Abscess, Subfascial (ie, involves the soft tissue below the deep fascia)"
20100,Exploration of penetrating wound (separate procedure); neck
20101,Exploration of penetrating wound (separate procedure); chest
20102,Exploration of penetrating wound (separate procedure); abdomen/flank/back
20103,Exploration of penetrating wound (separate procedure); extremity
20150,"Excision of Epiphyseal Bar, w/ or w/Out Autogenous Soft Tissue Graft oObtained Through Same Fascial Incision"
20200,"Biopsy, Muscle; Superficial"
20205,"Biopsy, Muscle; Deep"
